Ardea alba/3de8165b2af8719cd801a6d80e2f5277_layer8_filter0_Guided_BP_color.jpg,Accipiter cooperii/cb4fdec4fcc133314b808b03c3a6f642_layer8_filter0_Guided_BP_color.jpg,0.354351115
Melanerpes carolinus/851979259507c0da1cf91861d3b1f01c_layer8_filter0_Guided_BP_color.jpg,Fulica americana/774fe7b643e8c48181bf0bf68864064f_layer8_filter0_Guided_BP_color.jpg,0.36086215
Haemorhous mexicanus/f37dfafabe4544f1884796714e49fb96_layer8_filter0_Guided_BP_color.jpg,Ardea alba/52162cfcc72c85949b2947b4de3a182c_layer8_filter0_Guided_BP_color.jpg,0.342878523
Haemorhous mexicanus/711d497bc4ea960bb39dd6595c388c9f_layer8_filter0_Guided_BP_color.jpg,Ardea alba/5dbae41bdcbac6eb4c19903c71f79dc8_layer8_filter0_Guided_BP_color.jpg,0.296019105
Hydroprogne caspia/bde50e3a90cf6c44e1f1d725ae94daed_layer8_filter0_Guided_BP_color.jpg,Fulica americana/ee940d438434691025602e6d438eaac2_layer8_filter0_Guided_BP_color.jpg,0.293173078
Mergus serrator/f8472a7e09a539448944bf03ca0a0ca6_layer8_filter0_Guided_BP_color.jpg,Erithacus rubecula/a8db4e71eeec36e665d34e016b8d47de_layer8_filter0_Guided_BP_color.jpg,0.332168211
Ardea alba/9b626287a1cdc8b7498cc53ca08c3770_layer8_filter0_Guided_BP_color.jpg,Ardea alba/34699f8b8cf14652bb19a74388ed48c7_layer8_filter0_Guided_BP_color.jpg,0.286023399
Melanerpes carolinus/88305ca5202c2cbfa87fba914ab418d6_layer8_filter0_Guided_BP_color.jpg,Larus marinus/3fa5f4ebb650ed5ca21f0338adc5e4c1_layer8_filter0_Guided_BP_color.jpg,0.303094492
Haliaeetus leucocephalus/33b6ec9f0c8ae506b4c4c52230d5edc4_layer8_filter0_Guided_BP_color.jpg,Haemorhous mexicanus/c5dfd0d7dbb0aebd2b1f99d0a82d56ca_layer8_filter0_Guided_BP_color.jpg,0.310343456
Larus marinus/78a9b933324c44696bfd21917b49f43c_layer8_filter0_Guided_BP_color.jpg,Ardea alba/5db586ba859c347504fc6fab9b472232_layer8_filter0_Guided_BP_color.jpg,0.413173246
Melanerpes carolinus/16d09d17726b6743f8d70238849a3994_layer8_filter0_Guided_BP_color.jpg,Larus marinus/ff0fd23658de86c9c5b9548fab2559a7_layer8_filter0_Guided_BP_color.jpg,0.33020505
Columbina talpacoti/4ed102bf4eee19ead1982e00e4554f3d_layer8_filter0_Guided_BP_color.jpg,Ardea alba/1888e4e4970eecd58f55d09c1a9c94cd_layer8_filter0_Guided_BP_color.jpg,0.301562883
Larus argentatus/2723030a4fee96d3d825bd102dd665f6_layer8_filter0_Guided_BP_color.jpg,Haliaeetus leucocephalus/289951be98ab321726b714b7f5913839_layer8_filter0_Guided_BP_color.jpg,0.403316788
Passerina cyanea/7de6a224d4314afdd7eaa5a145fe8bac_layer8_filter0_Guided_BP_color.jpg,Mergus serrator/9c00be584f41d305dfba96008588a22f_layer8_filter0_Guided_BP_color.jpg,0.28661505
Fulica americana/f0fccc4a7261fdb7f65bb9ea4e245072_layer8_filter0_Guided_BP_color.jpg,Cyanocitta cristata/57691113faa15426a89c533ae4722b60_layer8_filter0_Guided_BP_color.jpg,0.326342287
Haliaeetus leucocephalus/812f3d0fd9b3259bba7b41ef14a50099_layer8_filter0_Guided_BP_color.jpg,Haliaeetus leucocephalus/33b6ec9f0c8ae506b4c4c52230d5edc4_layer8_filter0_Guided_BP_color.jpg,0.399048938
Haliaeetus leucocephalus/e0726727b3642c15f1cf66a5c4f7af67_layer8_filter0_Guided_BP_color.jpg,Ardea alba/8a009f034dc5ab06836f65dd1cf6fafe_layer8_filter0_Guided_BP_color.jpg,0.314706796
Mergus serrator/9d2d01cb4bc6a03eae9beefa15b04439_layer8_filter0_Guided_BP_color.jpg,Ardea alba/2b7fee031495d40a019454ed4dc73f0b_layer8_filter0_Guided_BP_color.jpg,0.315785708
Haliaeetus leucocephalus/06511040408d331e181dd94d784aca3e_layer8_filter0_Guided_BP_color.jpg,Ardea alba/fa2531f684df0d0cddb62545b2a3e4d3_layer8_filter0_Guided_BP_color.jpg,0.421903072
Haemorhous mexicanus/a2166265ee64bc39a5d811227d9683dc_layer8_filter0_Guided_BP_color.jpg,Fulica americana/d716f3f796e2885b91fc29abcd8db484_layer8_filter0_Guided_BP_color.jpg,0.345670013
Mimus gilvus/58a96255bd1960ed25796ee71da3aa21_layer8_filter0_Guided_BP_color.jpg,Haemorhous mexicanus/4c4ab5cd3e832f2b304c2d97eda23a40_layer8_filter0_Guided_BP_color.jpg,0.368648927
Fulica americana/752cad395a3f9c4f0e6b4c65e5fad772_layer8_filter0_Guided_BP_color.jpg,Cyanocitta cristata/43c34378a4a8ee8500b13d06f12eb43a_layer8_filter0_Guided_BP_color.jpg,0.398848351
Gallus gallus domesticus/2ab482dce21d0dfc27970adf76f220eb_layer8_filter0_Guided_BP_color.jpg,Ardea alba/729dd61ae3ed924d5ddc0cce92d1460f_layer8_filter0_Guided_BP_color.jpg,0.287615158
Fulica americana/6ed2930a5fe3b9855a432c104d0d7b08_layer8_filter0_Guided_BP_color.jpg,Ardea alba/ca8682f08e445cf758b098c48f65414b_layer8_filter0_Guided_BP_color.jpg,0.38576151
Cinclus mexicanus/c29b9c6c944d52987a8b55d7f96a2a81_layer8_filter0_Guided_BP_color.jpg,Ardea alba/9ce54b17ab575a9eda465466f179981a_layer8_filter0_Guided_BP_color.jpg,0.340034073
Mergus serrator/9c00be584f41d305dfba96008588a22f_layer8_filter0_Guided_BP_color.jpg,Melanerpes carolinus/9dca649a4204ed096c8ccf2dd8ca0017_layer8_filter0_Guided_BP_color.jpg,0.347686177
