Mergus serrator/87228a96e821006a6dd10bc097f81e6b_layer8_filter0_Guided_BP_color.jpg,Cinclus mexicanus/91a34faffe5a004d64184819b0c5e085_layer8_filter0_Guided_BP_color.jpg,0.182490584
Struthio camelus/7196854f7feeb9b376ac65c8a5f08823_layer8_filter0_Guided_BP_color.jpg,Haliaeetus leucocephalus/c300ba9a08713e1bc2551944854b9dab_layer8_filter0_Guided_BP_color.jpg,0.171293861
Melanerpes carolinus/f5fafa030a9d296fe8c65a4bd969a80f_layer8_filter0_Guided_BP_color.jpg,Haliaeetus leucocephalus/237fcb27b67c623b822371bdd518e858_layer8_filter0_Guided_BP_color.jpg,0.263359617
Haemorhous mexicanus/58fb73f4f187a6ba92d11e69aa9e361c_layer8_filter0_Guided_BP_color.jpg,Coccyzus erythropthalmus/95ce9d3fb74df391a013b7126a20e121_layer8_filter0_Guided_BP_color.jpg,0.270781038
Melanerpes carolinus/217a59e6bc679b67fbc34d84d784c0f5_layer8_filter0_Guided_BP_color.jpg,Ardea alba/149f6b625b1bf8cad3b864d367783de6_layer8_filter0_Guided_BP_color.jpg,0.204568354
Passerina cyanea/688eab792923f175e7f085146f2d1fea_layer8_filter0_Guided_BP_color.jpg,Ardea alba/0d80dc185adf5dfe664d1de59941180d_layer8_filter0_Guided_BP_color.jpg,0.147719691
Larus argentatus/0f3624a4f34398c976c4691a31082f20_layer8_filter0_Guided_BP_color.jpg,Fulica americana/4b6cb54ea736422d5f62cb4e2d8594a5_layer8_filter0_Guided_BP_color.jpg,0.162040545
Larus argentatus/28bca336b52218327b970144eb6a7012_layer8_filter0_Guided_BP_color.jpg,Haemorhous mexicanus/0f60712ccbc8d9f2c7a3bf6c43d3f4b8_layer8_filter0_Guided_BP_color.jpg,0.218048595
Haliaeetus leucocephalus/d51b7062f04816eeeb631c76bb8bce15_layer8_filter0_Guided_BP_color.jpg,Haemorhous mexicanus/6a89d5ed4babfd4d00accb83b7743684_layer8_filter0_Guided_BP_color.jpg,0.154117676
Larus argentatus/8bf7596794ef3a7a483d3ffa6849f138_layer8_filter0_Guided_BP_color.jpg,Fulica americana/13f725f27b43d5786c11fd8f2550a3f5_layer8_filter0_Guided_BP_color.jpg,0.175723745
