Ciconia ciconia/5c9d27a05c978196dd14e00bb66b0ddb_layer8_filter0_Guided_BP_color.jpg,Ardea alba/270299f637c0fc48e673c29fde374a4e_layer8_filter0_Guided_BP_color.jpg,0.576497767
Fulica americana/fd9ea6f3bfc29eabedfd83ef0d7a3587_layer8_filter0_Guided_BP_color.jpg,Ardea alba/18cd1c2b71adc8e47c73029169c407c8_layer8_filter0_Guided_BP_color.jpg,0.645290191
Larus argentatus/85327cc7f0dd82d6b6272f18459c5add_layer8_filter0_Guided_BP_color.jpg,Fringilla montifringilla/f21c30c8a0c90ad2839357a5e52026ac_layer8_filter0_Guided_BP_color.jpg,0.596532092
Calidris alpina/3373ed2f1d293af58ba726b9fa5fec0d_layer8_filter0_Guided_BP_color.jpg,Ardea alba/0afd3522217e0ba7b2814fe8d4b14959_layer8_filter0_Guided_BP_color.jpg,0.609098606
Fulica americana/fd9ea6f3bfc29eabedfd83ef0d7a3587_layer8_filter0_Guided_BP_color.jpg,Erithacus rubecula/21405ab517549356f3183e5d9c9a2b47_layer8_filter0_Guided_BP_color.jpg,0.618088008
Hydroprogne caspia/a93a3c86197d1eac60944ad3ec593b08_layer8_filter0_Guided_BP_color.jpg,Egretta caerulea/d1eb44b13a56ac3c923b4c3da084ad71_layer8_filter0_Guided_BP_color.jpg,0.574719475
Larus marinus/31e1fad6f1d63ae9aead0c823959d66a_layer8_filter0_Guided_BP_color.jpg,Ardea alba/9e09b53cf4515079b7f4d36484fb230f_layer8_filter0_Guided_BP_color.jpg,0.635433362
Haliaeetus leucocephalus/7cb18e45afb4d69218126cc3bdde8110_layer8_filter0_Guided_BP_color.jpg,Haemorhous mexicanus/534279d7ef5a7736510aa973f967b605_layer8_filter0_Guided_BP_color.jpg,0.681766703
Fulica americana/d716f3f796e2885b91fc29abcd8db484_layer8_filter0_Guided_BP_color.jpg,Egretta caerulea/6c72a1af247e06658fe411e6b8c63d01_layer8_filter0_Guided_BP_color.jpg,0.586545413
Haemorhous mexicanus/711d497bc4ea960bb39dd6595c388c9f_layer8_filter0_Guided_BP_color.jpg,Fulica americana/6f71f4192915c3a7b671d60962ee0121_layer8_filter0_Guided_BP_color.jpg,0.572074746
Passerina cyanea/ead86690bbd9feb440909b8cc4173ee2_layer8_filter0_Guided_BP_color.jpg,Egretta caerulea/3b2fad47d0e477500424b9a4a5c63907_layer8_filter0_Guided_BP_color.jpg,0.67524732
Passerina cyanea/ead86690bbd9feb440909b8cc4173ee2_layer8_filter0_Guided_BP_color.jpg,Fulica americana/a99caf0cef14f0de7595354ece5df1c5_layer8_filter0_Guided_BP_color.jpg,0.638201881
Haliaeetus leucocephalus/68066a3a84e63bbe63a8c05f2507537a_layer8_filter0_Guided_BP_color.jpg,Calidris pusilla/cdd4140bd35501359cd5ed88e5b3b015_layer8_filter0_Guided_BP_color.jpg,0.586960963
Haliaeetus leucocephalus/bb0feafbcb11b43d75ba2c46eb031bb3_layer8_filter0_Guided_BP_color.jpg,Ardea alba/df5969fb89a09eeebd57deb186fa985a_layer8_filter0_Guided_BP_color.jpg,0.665862062
Passerina cyanea/ead86690bbd9feb440909b8cc4173ee2_layer8_filter0_Guided_BP_color.jpg,Fulica americana/6ed2930a5fe3b9855a432c104d0d7b08_layer8_filter0_Guided_BP_color.jpg,0.614738133
Larus marinus/ff0fd23658de86c9c5b9548fab2559a7_layer8_filter0_Guided_BP_color.jpg,Ardea alba/270299f637c0fc48e673c29fde374a4e_layer8_filter0_Guided_BP_color.jpg,0.627041516
